Time (ns),Memory Usage (%)
225868601,99.609375
225874866,99.21875
225878293,98.828125
225881234,98.4375
225956995,98.046875
225963543,97.65625
225967087,97.265625
225985024,96.875
225989238,96.484375
226006717,96.09375
226010608,95.703125
226026102,95.3125
226043707,94.921875
226211648,95.3125
230770267,95.703125
230905033,96.09375
230977847,96.484375
231054062,96.875
231129260,97.265625
231202396,97.65625
231274387,98.046875
231346161,98.4375
231431127,98.828125
231502668,99.21875
231600180,99.609375
231681676,100
262115478,99.609375
262121640,99.21875
262124782,98.828125
262127382,98.4375
262129803,98.046875
262161661,97.65625
262165027,97.265625
262179943,96.875
262182983,96.484375
262205683,96.09375
262212251,95.703125
262215197,95.3125
262229987,94.921875
262305185,95.3125
262575718,95.703125
262638253,96.09375
262695716,96.484375
274261322,96.875
274448912,97.265625
274660358,96.875
274665652,96.484375
274667993,96.09375
274670446,95.703125
274715922,95.3125
274719900,94.921875
274722250,94.53125
274750400,94.140625
274753907,93.75
274771682,93.359375
274775352,92.96875
274777796,92.578125
274793426,92.1875
274912830,91.796875
274918083,91.40625
274920508,91.015625
274922581,90.625
274941524,90.234375
274951460,89.84375
274954047,89.453125
274978651,89.0625
274982131,88.671875
274995171,88.28125
274997913,87.890625
275000090,87.5
275017720,87.109375
276601892,87.5
276736661,87.109375
276741967,86.71875
276866073,86.328125
276871524,85.9375
276912768,85.546875
276916282,85.15625
276924983,84.765625
276945631,84.375
276948623,83.984375
276964403,83.59375
276967441,83.203125
276970645,82.8125
276983646,82.421875
277209671,82.8125
277386200,83.203125
277544365,83.59375
277642780,83.203125
277671908,82.8125
277674573,82.421875
277676707,82.03125
277704121,81.640625
277709202,81.25
277711233,80.859375
277733038,80.46875
277735941,80.078125
277766951,79.6875
277776802,79.296875
277779926,78.90625
277797404,78.515625
278002582,78.90625
278205148,79.296875
278375991,79.6875
278475173,79.296875
278479460,78.90625
278481992,78.515625
278484236,78.125
278486308,77.734375
278504153,77.34375
278506861,76.953125
278520885,76.5625
278523528,76.171875
278536108,75.78125
278538752,75.390625
278550491,75
278552930,74.609375
278564252,74.21875
278682852,73.828125
278688641,73.4375
278691208,73.046875
278693398,72.65625
278912471,72.265625
278918751,71.875
278921873,71.484375
278939670,71.09375
278942890,70.703125
278956031,70.3125
278963322,69.921875
278975827,69.53125
278989193,69.140625
279189396,69.53125
279284251,69.140625
279288355,68.75
279290680,68.359375
279292923,67.96875
279333061,67.578125
279336445,67.1875
279338532,66.796875
279354733,66.40625
279357344,66.015625
279370194,65.625
279372674,65.234375
279374885,64.84375
279390286,64.453125
279509525,64.0625
279513543,63.671875
279515786,63.28125
279517727,62.890625
279519748,62.5
279538341,62.109375
279541123,61.71875
279553992,61.328125
279556343,60.9375
279569162,60.546875
279571725,60.15625
279585406,59.765625
279588224,59.375
279602660,58.984375
279718265,58.59375
279722193,58.203125
279724252,57.8125
279726212,57.421875
279745790,57.03125
279749667,56.640625
279751723,56.25
279769720,55.859375
279774555,55.46875
279791125,55.078125
279793865,54.6875
279795805,54.296875
279797851,53.90625
279812191,53.515625
279929611,53.125
279934044,52.734375
279936281,52.34375
279938554,51.953125
279959113,51.5625
279962347,51.171875
279964544,50.78125
279978631,50.390625
279983080,50
279996050,49.609375
280000753,49.21875
280002826,48.828125
280004788,48.4375
280020674,48.046875
280128087,47.65625
280131901,47.265625
280134228,46.875
280136355,46.484375
280153872,46.09375
280158303,45.703125
280160453,45.3125
280173887,44.921875
280177043,44.53125
280191747,44.140625
280194408,43.75
280196488,43.359375
280198480,42.96875
280210746,42.578125
280316304,42.1875
280320890,41.796875
280323064,41.40625
280325234,41.015625
280344865,40.625
280348741,40.234375
280351082,39.84375
280367128,39.453125
280369718,39.0625
280383064,38.671875
280385693,38.28125
280387826,37.890625
280389881,37.5
280405060,37.109375
280500586,36.71875
280504435,36.328125
280509914,35.9375
280520707,35.546875
280544754,35.15625
280548507,34.765625
280550651,34.375
280565368,33.984375
280568564,33.59375
280582727,33.203125
280588161,32.8125
280591091,32.421875
280593124,32.03125
280606195,31.640625
282725823,31.25
282738372,30.859375
282741050,30.46875
282743147,30.078125
282794347,29.6875
282798151,29.296875
282800261,28.90625
282816442,28.515625
282819067,28.125
282833795,27.734375
282837006,27.34375
282839166,26.953125
282841104,26.5625
282867186,26.171875
283003652,25.78125
283007465,25.390625
283009680,25
283011722,24.609375
283035626,24.21875
283038995,23.828125
283041062,23.4375
283057364,23.046875
283060786,22.65625
283076597,22.265625
283079236,21.875
283081284,21.484375
283083210,21.09375
283097492,20.703125
283214093,20.3125
283217267,19.921875
283219315,19.53125
283221451,19.140625
283223423,18.75
283257552,18.359375
283260282,17.96875
283273126,17.578125
283276084,17.1875
283288266,16.796875
283290837,16.40625
283316953,16.015625
283320725,15.625
283339711,15.234375
286105524,14.84375
286125200,14.453125
286128302,14.0625
286131105,13.671875
286199422,13.28125
286205187,12.890625
286208872,12.5
286231798,12.109375
286236140,11.71875
286251685,11.328125
286254460,10.9375
286256802,10.546875
286274010,10.15625
298685820,9.765625
298717440,9.375
298720531,8.984375
298722081,8.59375
298777447,8.203125
298782891,7.8125
298784310,7.421875
298799601,7.03125
298801732,6.640625
298837585,6.25
298841153,5.859375
298842683,5.46875
298856876,5.078125
299001241,4.6875
299004326,4.296875
299005595,3.90625
299006628,3.515625
299024500,3.125
299026013,2.734375
299027021,2.34375
299059728,1.953125
299062141,1.5625
299077486,1.171875
299079391,0.78125
299080632,0.390625
299091328,0
